product_id,lowest_level
206,Borlotti bonen (conserven)
414,Donker bier
1830,Vanaf 12 mnd (fruithapjes)
489,Foliumzuur
852,Kindertandpasta
412,Dolce Gusto compatible (melkbasis)
328,Cinsault
1102,Mayonaise (olijf)
211,Borrelmix (frituur)
1532,Scheermesjes - vrouwen
1639,Spareribs (vers)
566,Gembersiroop
209,Borrelhapjes met vis
857,Kipcorn (diepvries)
584,Geurstokjes
161,Billendoekjes
1028,Lollies
2099,Zwangerschapstest
326,Cider 0.0
1840,Vanaf 6 mnd (fruithapjes)
2079,Zoete verrijkers
2001,Wijnazijn
44,Ahornsiroop
433,Droge worst - cervelaat
1903,"Vingerverf, waterverf"
1435,Reepjes bacon (voorverpakt)
231,Bril doekjes
1383,Pleisters
923,Kokosbrood
281,Champignons (conserven)
191,Boemboe
183,Bloemkool (diepvries)
1685,Stuk grillworst (versafdeling)
642,Groene spliterwten
897,Knolselderij
1466,"Rol, zakje pepermunt"
1899,Veters
1004,Ledlampen
368,Croissant (diepvries)
1615,Soda
317,Chocolademelk (drinkpakjes)
1805,Tuinkruiden
1686,Stuk grillworst (voorverpakt)
1514,Sanitairzakken
442,Dubbel bier
1910,Viseitjes
1258,Overige pitten
84,Appelsap & drank (gekoeld)
1403,Prosecco
82,Appels zoetzuur
787,Jus uitjes
697,Haricots verts (conserven)
700,Haring (conserven)
1934,Vleessauzen
7,Aardappel kruimig - met schil
284,Champignonsoep (zelf bereiden)
942,Koninginnensoep
931,"Kokosrasp, snippers"
327,Ciderazijn
1309,Perensap & drank
1224,Ontbijtkoek - ongesneden
1966,Vrouw multivitamines
165,Bitterballen (frituur)
1851,Variatiesauzen
1019,Limoensap
1684,Stuk gegrild gehakt (voorverpakt)
1821,VRO artikelen (niet voor klant)
217,Bosbessenjam
828,Kersenjam
2004,Wijnzuurkool
319,Chocolademelk (tussendoor)
1835,Vanaf 6 mnd (baby desserts)
237,Broodmix (diverse)
1839,Vanaf 6 mnd (baby toetjes)
1827,Vanaf 12 mnd (baby koekjes)
601,Glutenvrij brood
462,Erwtensoep in zak
623,Granaatappelsap & drank
1575,Sinas (blik)
1210,Notenmix (groot)
1024,Linzensoep in zak
1390,Pompoensoep in zak
1006,"Lemon, lime dranken (blik)"
1939,Vlekkenmiddel
1783,Tonijn in zonnebloemolie
2037,Worst (vegetarisch)
2007,Wit bier
2064,Zemelen
1619,Soepgroente (diepvries)
1220,Onderhoudsmiddel
513,Fruit spread
1627,Soft tandenborstel
1550,Seizoenspizzabodem
1452,Rivella
81,Appels friszuur
393,Diepvries ananas
955,Kriek en fruitbier
140,"Beeldscherm, brilreiniger"
783,Jus pikant
1184,Nasi-bamivlees
1715,Taart decoratie
141,Beenham (stukvlees)
379,Damesondergoed
188,Bodycreme
256,"Cadeaupapier, lint"
2088,Zoute drop (hard)
1087,Mangosap & drank
2027,Wodka met smaak
1392,Portieverpakkingjam
1008,Lentebok
924,Kokoscrème
172,Blauwaderkaas
333,Cocktailsaus
996,Lamskotelet
336,Cola cafeïnevrij flessen
93,Asperges (diepvries)
1566,Shoarma saus
2066,Zilver shampoo
596,Ginger beer
1904,Viognier (Chili)
1401,Printpapier
1245,Ossenhaas
1708,"Syrah, Shiraz (Frankrijk)"
179,Blocnotes
377,Dagcreme man
1871,Vermout
1022,Linzen (gedroogd)
1745,Thaise woksaus
426,Douchegel voor mannen
616,Goulashsoep in zak
673,Haaruitval
342,Cola regular flesjes
608,Glutenvrije peperkoek
136,Basismeel (glutenvrij)
604,"Glutenvrije crackers, knackebrod"
376,Dadelstroop
4,Aanstekers
1201,Noedels
1706,Sushi rijst
440,Druivensap & drank
1194,Nespresso compatible (cafeïnevrij)
1,0-6 mnd (zuigelingenvoeding)
1841,Vanaf 6 mnd (opvolgmelk)
1038,Luiers maat 3 (4 - 9 kg)
1542,Schouderham (conserven)
1682,Stroopkoeken
715,Herfstbok
900,Koek (suikerbewust)
222,Boterhamworst - vegetarisch
351,Containerzakken
123,Bakvormen
1492,Rozenbotteljam
2073,Zoete broodjes (afbak)
749,Ice tea koolzuurvrij (blikjes)
1331,Pinot Grigio (Chili)
1577,Sinas flesjes - Multipack
1500,Runderreepjes
349,Condooms
1754,Tilapia (diepvries)
1073,Maiskolven
306,Chinese woksaus
504,Frisdrank met fruit (blik)
1747,Theefilters
822,Kefir
257,Caesardressing
266,Cantaloupe meloen
1511,Salie (vers)
550,Geitenyoghurt
1281,Paranoten (zakje)
424,Douchecreme
1731,Tape
716,Herstellende shampoo
1356,Pizzasaus
646,Groente chips
1969,Vruchtenwijnen
309,Chocolade (suikerbewust)
1811,Tussendoortjes (glutenvrij)
629,Grapefruitsap & drank
1295,Pecannoten (zakje)
611,Glutenvrije snacks (diepvries)
1721,Tafelversiering (feestdag)
534,Gecondenseerde melk
2031,Wokpannen
1737,Tawny port
731,Houdbare slagroom
690,Hamburgers - varkensvlees (vers)
1610,Snoep (suikerbewust)
468,Extra vierge met toevoegingen
1495,Ruby port
1963,Voorverpakt chorizo
891,Knakworst (vers)
801,Kalkoen - reepjes
372,Curd
1504,Rustieke kaarsen
981,Kussens
285,Champignonsoep in blik
170,Blanke vla
470,Extravezel rijst
651,Groentebouillon (vloeibaar)
539,Gegrilde paprika
1125,Merlot rosé (Zuid Afrika)
221,Bosvruchtensap & drank
135,Basis voor soep (tomatensoep)
1081,Mandarijnen (conserven)
1976,Walnoten (bakje)
1119,Meringue
1454,Rode bessen
2032,Wondverzorging
431,Drinkmaaltijd
1041,Luiers maat 6-7 (16+ kg)
1035,Luierbroekjes
133,Basis voor smoothie
821,Keeltabletten
330,Citroengras
1618,Soepele rode wijn (per doos)
633,Griekse yoghurt
202,Bonenkruid
973,Kruidnagel (gemalen)
718,Hert (vers)
1984,Wasverzachters - ongeconcentreerd
1667,Standaard lampen
304,Chinese mix
1895,Verse zalm - stukjes
1657,Spoelglans middel
844,Kinder shampoo
880,Kiprollade
488,Foelie
207,Borrelhapjes groente
2083,Zoetzure saus
224,Braadstomen
1029,Luchtverfrisser voor stofzuiger
1671,Stofzuigerzakken
1567,Sigaren
430,Drinkbouillon
1859,Vegetarische sate (diepvries)
11,Aardappelgratin (diepvries)
946,Koolvis (diepvries)
1108,Melen (superfood)
693,Hamstervoer
1214,Nougat
1521,Sauvignon Blanc (Australië)
1375,Plantaardig ijs
941,Konijnenvoer
62,Amandelen (groot)
589,Gewurztraminer (Frankrijk)
1231,Oordoppen
1605,Snelfilterkoffie (mokka)
800,Kalkoen - blokjes
947,Koolzaadolie
99,Atjar
132,Basilicum kruiden
647,Groente kruiden
859,Kipfilet (vegetarisch)
427,Doucheschuim
74,"Aperitiefhapjes groente, kaas"
1169,"Muffin, scones mix"
1155,Mosterdzaad heel
559,Gemalen mosterdzaad
1171,Multipack (fruit)
1849,Vanillestokje
1660,Sportreep
717,Herstelreep
1334,Pinot Grigio (Slovenie)
1058,Maanzaad
366,Creamer staafjes
558,Gelspray
1400,Primitivo
1964,Voorverpakte raclette kaas
1676,Stoom aardappelen
792,Kaasplankjes
117,"Bak accessoires, uitsteekvormpjes"
1832,Vanaf 3 jaar (peutermelk)
1831,Vanaf 2 jaar (peutermelk)
153,Bidon en lunchbeker
2057,"Zalmspies, visspies - BBQ"
750,Ice tea koolzuurvrij (drinkpakjes)
1829,Vanaf 12 mnd (baby pap)
1040,Luiers maat 5 (11 - 25 kg)
1836,Vanaf 6 mnd (baby koekjes)
873,Kippenbout
1907,Vis (vegetarisch)
1999,Wetenschappelijke- en opiniebladen
892,Knoflook (in pot)
1149,Mosselsaus
1539,Schnitzel met vulling (kip)
933,Koks- en schilmessen
600,Glazen
1337,Pinot Noir (Australië)
1188,Natriumarme pindakaas
449,Eend (vers)
1870,Vermicelli soep
1094,Marokkaanse kruiden
838,"Kidneybonen, kikkererwten (diepvries)"
1819,Unisekssokken - maat 35-38
781,Juliennesoep
728,Hooikoorts spray
1215,Oestersaus
850,Kinderparacetamol
764,Instant chocolademelk
1304,Peperkoek - overig
990,Lactosevrije volle melk
1147,Moscato (Zuid Afrika)
1303,Peperkoek - ongesneden
238,Brownie bakmix
664,Groentespread (vers)
2018,"Witte chocolade met vulling, praliné"
621,Granaatappel (diepvries)
226,Bramen (diepvries)
1837,Vanaf 6 mnd (baby maaltijden)
335,Cola cafeïnevrij blikjes
1703,Surinaamse rijst
1818,Uitjes
1506,Saison
171,Blarenpleisters
1779,Tonijn (vers)
3,Aanmaakblokjes
2023,Witte port
825,Kerriesoep zelf bereiden
585,Geurtheelichten
1530,Scheergel - vrouwen
979,Kurkentrekker
1183,Nagellakremover
1842,Vanaf 8 mnd (baby desserts)
1080,Man multivitamines
1176,Multivitamine (zwangerschap)
236,Broodje (snack)
1987,Water met smaak (pakken)
1838,Vanaf 6 mnd (baby pap)
1257,Overige broodpasta
1014,Lijm
898,Knutsellijm
1228,Ontkalker (geschikt voor machines)
1126,Metworst (voorverpakt)
993,Lampen - speciaal
244,Buitenkaars
1702,Surinaamse mix
1351,Pizza- en deegsnijders
574,"Gerookte forel, haring"
106,BBQ tools
814,Karwijzaad
1844,Vanaf 8 mnd (baby maaltijden)
1846,Vanaf 8 mnd (fruithapjes)
55,Aloe vera drink
991,Lactosevrije yoghurt
1123,Merlot (Zuid Afrika)
937,Komijnzaad (heel)
1394,Pot (fruit)
1088,Mannen shampoo
1015,Lijnzaad
928,Kokosnoot (stukjes)
92,Asperges (conserven)
1489,Roti vellen (diepvries)
1589,Slagroomversteviger
1345,Pitten (superfoods)
612,Glutenvrije sojasaus
1826,Vanaf 10 mnd (opvolgmelk)
1845,Vanaf 8 mnd (baby pap)
1785,Tonijnpaté
1431,Rauwe ham (voorverpakt)
903,Koekenpannen
832,"Keukenmachine, staafmixer en handmixer"
1269,Pannenkoekenmix (glutenvrij)
670,Haardhout
2,2 in 1 shampoo
463,Exotische sappen & dranken
907,Koffiebonen (cafeïnevrij)
1606,Snelfilterkoffie (origins)
1800,Tuinbonen
1687,Stuk kookworst (versafdeling)
1545,Schrijfwaren
190,Bodymilk
1750,Tijdschriften mannen
1397,Preparé (vegetarisch)
678,Halal kip
677,Halal gehakt
1580,Siroop (suikerbewust)
1354,Pizzabodem mix
180,Bloedworst (voorverpakt)
1051,Maaltijden (conserven)
1911,Viskruiden
555,Gele rijst
1225,Ontbijtkoek - overig
1082,Mandarijnensap & drank
411,Dolce Gusto compatible (krachtig)
1909,Visbouillon (blokjes)
227,Bramen (vers)
198,Boetseerklei
668,Gyros
1503,Rundvleessoep
919,Koffiepads (melkbasis)
1562,Shampoo gevoelige huid
1902,Vijgenjam
1423,Rabarber (vers)
1440,Riesling (Duitsland)
1192,Nectarines
899,Knutselspullen
614,Gnocchi (houdbaar)
1918,Vitamine C
1115,Melk chocolade mini's
422,Doperwten/wortelen (diepvries)
1950,Vogel benodigdheden
378,Dagcreme vrouw
1047,Luxe noten
1680,Strip (mint)
305,Chinese sojasaus
1647,Speltbrood (dagvers)
109,Baby zalf
1742,Thaise chilisaus
813,Kartonnen borden
2080,Zoetstof (suikerbewust)
391,Dieetijs
1382,Plastic bekers
743,IJsblokzakjes
1663,Spruiten (diepvries)
1078,Makreel (conserven)
1704,Surinaamse sauzen
1187,Natriumarme ketjap
1385,Poeders
1208,"Noten-, zadenpasta"
419,Doperwten (diepvries)
68,Ananassap & drank
902,Koek- en speculaaskruiden
1569,Silvaner
1152,Mosterd mayonaise
1716,Taartbodem
273,Cashewnoten (groot)
810,Kardemom
1901,"Vijgen-, dadelbrood (kaasplankje)"
25,Aardappelschotel - Zwitsers
1590,Slakken (conserven)
100,Aubergine (diepvries)
395,Diepvries quiche
689,Hamburgers (conserven)
592,Gezichtsreiniging man
1989,Waterkers
530,Gebakken spekjes
1068,Mais (diepvries)
182,Bloemenverzorging
354,Corned beef (conserven)
708,Hazelnoten (zakje)
986,Lactosevrije koffie- en slagroom
498,Franse rode wijn (soepel)
46,Albariño (Spanje)
253,Cabernet Sauvignon (Spanje)
987,Lactosevrije melk
350,Confiture (kaasplankje)
387,Dessert (vers)
2000,Wijn specials (feestdagen)
157,Bietensap
854,Kip (feestdagen)
364,Cranberryjam
1808,Turks maaltijdpakket
1407,Pruimenjam
1153,Mosterd-honing
316,Chocolademelk (capsules)
1341,Pinotage - rosé
1809,Turkse groente conserven
1856,Vegetarisch (feestdagen)
1694,Styling paste
1071,Mais fantasia
790,Kaashapjes (frituur)
1000,Laos
1364,Plakken gegrild gehakt (voorverpakt)
1346,Pittenmix
637,Griep
225,Braadworst (conserven)
1342,Pistachenoten (bakje)
1630,Sojadrink (vers)
58,"Amandel, cashewdrink"
929,Kokosnootdrink (houdbaar)
1146,Moscato (Australië)
1793,Traditionele Oosterse gerechten
998,Lamsvlees (feestdagen)
2040,Worstenbroodje (diepvries)
1582,Siropen gezonde werking
1961,Volume tabak
2081,Zoetstof staafjes
1600,Smeltchocolade
524,Gardes
583,Geurkaarsen
1977,Walnoten (groot)
20,Aardappelsalades (beleg)
696,Hard tandenborstel
1023,Linzenmix
564,Gember kruiden
1282,Parelcouscous
533,Gebraden gehakt - vegetarisch
399,Dille (gedroogd)
598,Glans shampoo
1925,Vlees (rund)
1854,Varkenslever (voorverpakt)
2002,"Wijndoos, kist"
297,Chenin Blanc (Amerika)
1879,Verse kruidenmix
1892,Verse sushi
493,Forel (vers)
927,"Kokosmelk, crème"
1039,Luiers maat 4 (7 - 18 kg)
361,Couscous mix
949,Koreaanse mix
245,Bulgur
1723,Tahin
1556,Servies (feestdagen)
346,Colombard (Australië)
1941,Vloei
248,Cabernet Sauvignon (Argentinië)
1408,Pudding
1822,Vaatwas poeder
932,Kokoswater
1376,Plantaardige room
1244,Oregano (vers)
189,Bodylotion alle huidtypes
95,Aspergesoep (zelf bereiden)
2101,Zwarte bonen (gedroogd)
1668,Steak (diepvries)
1237,Oploskoffie (cafeïnevrij)
669,Haarcreme
883,Kipsaté
1662,Spruiten (conserven)
1083,Mango (conserven)
1981,Wasverzachters - droogtrommeldoekjes
1077,Majoraan kruiden
615,Goulashsoep in blik
1609,Snijbonen (diepvries)
1488,Roti vellen
2091,Zuid Afrikaanse maaltijdpakket
1200,Nicotine zuigtabletten
1593,Slaverrijkers
1332,Pinot Grigio (Frankrijk)
1661,"Spreads, salades (feestdagen)"
1419,Quadrupel bier
456,Energie repen
1624,Soepvlees kip
48,Alcoholvrij mousserend
1670,"Stickers, stempels"
380,Damessokken - 1 maat
1748,Theelicht- en kaarshouders
609,Glutenvrije pizza
455,Energie
1634,Spaanse reuzenbonen (conserven)
686,Ham - vegetarisch
1559,Shag
1781,Tonijn in saus
1277,Paprika mix (diepvries)
1740,Tempranillo - rosé
2069,Zinfandel - rosé (Amerika)
1118,Melkpoeder
16,Aardappelpuree (diepvries)
1955,Volle melk
481,Filodeeg
126,Balsamico (crema)
1095,Marokkaanse mix
1219,Olijven speciaal
1790,Tosti (diepvries)
358,Corvina (Italië)
1636,Spaanse sherry (droog)
1179,Munt vriesdroog
398,Diksap
1867,Vermentino (Frankrijk)
459,Enveloppen
1905,Viognier (Frankrijk)
1339,Pinot Noir (Frankrijk)
228,Bramenjam
997,Lamsrack
1710,"Syrah, Shiraz rosé (Frankrijk)"
841,Kikkererwten (gedroogd)
556,Gele spliterwten
1036,Luiers maat 1 (2 - 5 kg)
112,Babyspenen
1519,Saucijzenbroodje (glutenvrij)
610,Glutenvrije pizzabodem
1002,Lasagnebladen (glutenvrij)
1027,Loempiavellen
1557,Sesamolie
775,Jelly Bean
1143,"Mondverzorging, koortslip"
1338,Pinot Noir (Duitsland)
974,Kruidnagel (heel)
1796,Trofie
770,Japans maaltijdpakket
1486,Rosé bier
944,Kookpannen
845,Kinder speelgoed
2019,Witte chocolade mini´s
1994,Wax
1678,Stout & Porter
1744,Thaise mix
2063,Zelfbruiners
1181,Nachtcreme
110,"Baby, kinderzonnebrand"
139,Bedmats
853,Kindertoetjes
661,Groentesoep in pot
392,Dieetmaaltijden
1992,Watermeloensap & drank
1261,Paddenstoelen-melange
1075,Maismeel
842,Kind multivitamines
1124,Merlot rosé (Frankrijk)
565,Gemberjam
1328,Pinot Blanc (Duitsland)
1199,Neusspray voor kinderen
1653,Spinazie (conserven)
1182,Nagel(riem)verzorging
429,Drinkbekers
714,Herenkleding - ondergoed
2098,Zwaar bier
2060,Zeevruchten (vers)
1232,"Oordruppels, oorspray"
726,Honing-mosterdsaus
423,Douche olie
1814,Uiensoep (zelf bereiden)
988,Lactosevrije vla - groot
194,Boerenkool (conserven)
992,Lambrusco
1640,Speciaalbier laag in alcohol
1591,Slaolie
1352,Pizzabodem (ongekoeld)
1628,Sojadrink
1294,Pecannoten (bakje)
148,Bessen (superfoods)
605,"Glutenvrije havermout, pap"
1450,Riso
984,Lactosevrije chocoladepasta
970,Kruidenbotermix
334,Cocktailworstjes
1674,Stoofpotje
1711,Sémillon (Australië)
477,Fiets snelbinder / spinbinder
720,Hoestdrank voor kinderen
1034,Lucifers
230,Briketten
2043,Wortelsap
1429,"Rasp, kaasschaaf"
1975,Walnootolie
694,Handgel
1067,Magnesium
332,Coburger
287,Charcuterie (portieverpakking)
178,Blikopener
1700,Surinaams maaltijdpakket
447,Eclairs (diepvries)
723,Hongaarse maaltijdmix
1833,Vanaf 4 mnd (baby maaltijden)
2104,Zwarte rijst
1960,Volume shampoo
258,Cajun
149,Bestek plastic
2085,Zonnebrandcreme
1274,Pappardelle (houdbaar)
31,Abrikozen (conserven)
1381,"Plastic bakjes, schalen"
1743,Thaise currysaus
114,Badolie
730,Hot currypoeder
613,Glutenvrije wraps
837,Kidneybonen (gedroogd)
1652,Spieren
1563,Shampoo voor gekruld haar
1502,Rundvlees  (feestdagen)
1810,Turkse pasta
445,Durum tortillas
674,"Hachee, goulash"
492,Fondue kaas
2017,Witte chocolade met smaak
1540,"Schol, sliptong (vers)"
1037,Luiers maat 2 (3 - 6 kg)
887,Kleurpotloden
2065,Zemen
894,Knoflookpers
874,Kippenhart
2107,Zwemluiers
1602,Snackgroente
1995,Weerstand
1290,Patatkruiden
1270,Panties
491,"Fondant, marsepein"
1241,Opzetborstels elektrische tandenborstel
1405,Pruimen (conserven)
362,Cranberrie compote
1778,Tonijn (diepvries)
1060,Macadamianoten
528,Gatenkaas (stuk)
603,Glutenvrije broodmix
446,Dweilen
1448,"Rijstwijn, pruimenwijn"
432,Droge rosé (per doos)
1958,Volle witte wijn (per doos)
1059,"Maatbekers, mengkommen"
420,Doperwten (vers)
60,Amandeldrink (vers)
1104,Mediterrane rijst
747,Ibuprofen
994,Lampolie
1917,Vitamine B
386,Deostick mannen
989,Lactosevrije vla - portieverpakking
1434,Ravioli (houdbaar)
1159,Mousserende wijn (klein)
1142,Mondspray
685,Halogeenlampen
727,Hooikoorts druppels
134,Basis voor soep (groentesoep)
155,Bierpakketten
1340,Pinotage
925,Kokosdranken
108,Baby shampoo
2038,Worsten (gevogelte)
1924,Vlees (kip)
310,Chocolade (superfoods)
